"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6741384","12001236221000481001000000U4","GRUPO MEXICANO FAELD","GRUPO MEXICANO FAELD SA DE CV","236221","Edificación de inmuebles comerciales y de servicios, excepto la supervisión","6 a 10 personas","CALLE","CHINACOS","CALLE","ROBERTO POSADA","CALLE","PROGRESO","CALLE","PROGRESO","4",,,,,"SN","COLONIA","CENTRO",,,,"39300","12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","2825","014",,,,"Fijo","16.85036699","-99.907793","2016-10"
"6145298","12001237312000211011000000U1","IAP INGENIERIA Y ARQUITECTURA APLICADA","IAP INGENIERIA Y ARQUITECTURA APLICADA SA DE CV","236221","Edificación de inmuebles comerciales y de servicios, excepto la supervisión","6 a 10 personas","CALLE","ROBERTO POSADA","CALLE","CHINACOS","CALLE","COMONFORT","CALLE","COMONFORT","10",,"EDIFICIO SIN NOMBRE","PISO 1","3",,"COLONIA","CENTRO",,,,"39300","12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","2825","015",,,,"Fijo","16.85002936","-99.90800012","2010-07"
"6145339","12001236221000284001000000U2","INMOBILIARIA HUACAPA","INMOBILIARIA HUACAPA SA DE CV","236221","Edificación de inmuebles comerciales y de servicios, excepto la supervisión","6 a 10 personas","CALLE","COSME DAMIAN CHURRUCA","CALLE","FERNANDO MAGALLANES","CALLE","ALMIRANTE BOUGAIMBILLE","CALLE","COMANDANTE BARESFORD","411",,,,"11",,"FRACCIONAMIENTO","COSTA AZUL",,,,"39640","12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","0458","014",,,,"Fijo","16.85296503","-99.8494955","2010-07"
"9299744","12001236221000572000000000U0","MBGROP","MBGRUP SA DE CV","236221","Edificación de inmuebles comerciales y de servicios, excepto la supervisión","6 a 10 personas","AVENIDA","CUAUHTEMOC","AVENIDA","AVENIDA DEL TANQUE","CALLE","MONTE BLANCO","CALLE","MONTE BLANCO",,"SN",,,"13",,"COLONIA","FRACCIONAMIENTO HORNOS INSURJENTES",,,,"39350","12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","2702","031",,"DRMARTINEZ@MBGRUPCL.COM",,"Fijo","16.86324654","-99.88557732","2020-11"
"6145321","12001236221000021001000000U8","NACIONAL DE CONSTRUCCIONS","NACIONAL DE CONSTRUCCION SA DE CV","236221","Edificación de inmuebles comerciales y de servicios, excepto la supervisión","11 a 30 personas","CALLE","2 DE COSTA VERDE","PRIVADA","BOCA CHICA",,"SIN REFERENCIA","PRIVADA","NINGUNO","28","E22",,,"0",,"FRACCIONAMIENTO","LAS PLAYAS",,,,"39390","12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","2897","005",,,,"Fijo","16.82997037","-99.91308962","2010-07"
"6145328","12001236221000011000000000U9","PEREZ JAUREGUI ASOCIADOS","PEREZ JAUREGUI ASOCIADOS SA DE CV","236221","Edificación de inmuebles comerciales y de servicios, excepto la supervisión","31 a 50 personas","CALLE","ALMIRANTE BOUGAIMBILLE","CALLE","COMANDANTE BARESFORD","CALLE","PEDRO ANDRUS SUFREND","CALLE","PEDRO ANDRUS SUFREND","2830","C",,,"2",,"FRACCIONAMIENTO","COSTA AZUL",,,,"39830","12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","0458","004",,,,"Fijo","16.85570798","-99.85000792","2010-07"
"1489461","12001466211000261000000000U2","PROYECTOS Y CONSTRUCCIONES JOFRANS",,"236221","Edificación de inmuebles comerciales y de servicios, excepto la supervisión","0 a 5 personas","AVENIDA","COSTERA MIGUEL ALEMAN","CALLE","Jose Maria Iglesias","ANDADOR","Francisco I. Madero","CALLE","Benito Juarez","320",,,,"401",,,"CENTRO",,,,,"12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","2859","023",,,,"Fijo","16.84778407","-99.9082306","2014-12"
"6145279","12001237999000112001000000U5","PROYECTOS Y CONSTRUCCIONES MOZIMBA","PROYECTOS Y CONSTRUCCIONES MOZIMBA SA DE CV","236221","Edificación de inmuebles comerciales y de servicios, excepto la supervisión","0 a 5 personas","CALLEJON","MUXICO","CALLE","14","CALLE","13","AVENIDA","MUXICO","507",,,,,,"COLONIA","JUAN R ESCUDERO",,,,"39540","12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","0250","018",,,,"Fijo","16.86562037","-99.91759883","2011-03"
"6741177","12001237312000303010000000U6","SUR CARRETERAS Y ESTRUCTURAS","SUR CARRETERAS Y ESTRUCTURAS SA DE CV","236221","Edificación de inmuebles comerciales y de servicios, excepto la supervisión","11 a 30 personas","AVENIDA","MÉXICO","CALLE","VELADERO","CALLE","VELADERO","CALLE","VELADERO","237",,,,"102",,"COLONIA","CUMBRES DE FIGUEROA",,,,"39659","12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","0477","042","7442645552","SURCARRETERAS@HOTMAIL.COM",,"Fijo","16.85165721","-99.84680224","2016-10"
"1390556","12001541110003061010000000U6","TEMIZ CONSTRUCCIONES","TEMIZ CONSTRUCCIONES SA DE CV","236221","Edificación de inmuebles comerciales y de servicios, excepto la supervisión","6 a 10 personas","AVENIDA","COSTERA MIGUEL ALEMAN","CALLE","PIEDRA PICUDA","CALLE","COSTERA VIEJA","CALLE","ROCA SOLA","75",,"PLAZA CONDESA","PLANTA BAJA","116",,"FRACCIONAMIENTO","CONDESA","CENTRO Y PLAZA COMERCIAL","PLAZA CONDESA","116",,"12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","0405","020",,"TEMIZCONSTRUCCIONES@HOTMAIL.COM","HTTPS://TEMYSCONSTRUCCIONES.ES.TL","Fijo","16.8568668","-99.86659493","2014-12"
"6329021","12001488112000015001000000U6","AEROPUERTO INTERNACIONAL GENERAL JUAN N ALVAREZ","AEROPUERTO DE ACAPULCO SA DE CV","488112","Administración de aeropuertos y helipuertos","101 a 250 personas","BOULEVARD","DE LAS NACIONES","CALLE","NINGUNO","CALLE","JAZMÍN","OTRO(ESPECIFIQUE)","NINGUNO","0","SN",,,"0","SN","COLONIA","PLAN DE LOS AMATES",,"JUAN N ALVAREZ","SN",,"12","GUERRERO","001","Acapulco de Juárez","0001","Acapulco de Juárez","1348","001",,"ACGONZALEZ@OMA.AERO","WWW.OMA.AERO","Fijo","16.7633962","-99.7551708","2010-07"
